Datum,Altersgruppe,Todesfaelle
2021-W35,70-74,1498
2021-W35,75-79,1939
2021-W35,80-84,3395
2021-W35,85-89,3234
2021-W35,90-94,2379
2021-W35,95+,1046
2021-W35,Insgesamt,17341
2021-W36,0-29,158
2021-W36,30-34,61
2021-W36,35-39,80
2021-W36,40-44,109
2021-W36,45-49,201
2021-W36,50-54,379
2021-W36,55-59,701
2021-W36,60-64,982
2021-W36,65-69,1348
2021-W36,70-74,1665
2021-W36,75-79,2074
2021-W36,80-84,3741
2021-W36,85-89,3548
2021-W36,90-94,2670
2021-W36,95+,1162
2021-W36,Insgesamt,18879
2021-W37,0-29,147
2021-W37,30-34,58
2021-W37,35-39,100
2021-W37,40-44,109
2021-W37,45-49,177
2021-W37,50-54,388
2021-W37,55-59,642
2021-W37,60-64,969
2021-W37,65-69,1239
2021-W37,70-74,1570
2021-W37,75-79,2005
2021-W37,80-84,3583
2021-W37,85-89,3464
2021-W37,90-94,2516
2021-W37,95+,1090
2021-W37,Insgesamt,18057
2021-W38,0-29,152
2021-W38,30-34,51
2021-W38,35-39,81
2021-W38,40-44,132
2021-W38,45-49,179
2021-W38,50-54,396
2021-W38,55-59,699
2021-W38,60-64,1026
2021-W38,65-69,1313
2021-W38,70-74,1614
2021-W38,75-79,1980
2021-W38,80-84,3538
2021-W38,85-89,3392
2021-W38,90-94,2509
2021-W38,95+,1095
2021-W38,Insgesamt,18157
2021-W39,0-29,143
2021-W39,30-34,44
2021-W39,35-39,87
2021-W39,40-44,114
2021-W39,45-49,162
2021-W39,50-54,360
2021-W39,55-59,687
2021-W39,60-64,978
2021-W39,65-69,1299
2021-W39,70-74,1672
2021-W39,75-79,1968
2021-W39,80-84,3576
2021-W39,85-89,3482
2021-W39,90-94,2499
2021-W39,95+,1058
2021-W39,Insgesamt,18129
2021-W4,0-29,142
2021-W4,30-34,57
2021-W4,35-39,70
2021-W4,40-44,117
2021-W4,45-49,167
2021-W4,50-54,453
2021-W4,55-59,770
2021-W4,60-64,1049
2021-W4,65-69,1493
2021-W4,70-74,1866
2021-W4,75-79,2577
2021-W4,80-84,4686
2021-W4,85-89,4386
2021-W4,90-94,3403
2021-W4,95+,1438
2021-W4,Insgesamt,22674
2021-W40,0-29,143
2021-W40,30-34,50
2021-W40,35-39,84
2021-W40,40-44,92
2021-W40,45-49,183
2021-W40,50-54,407
2021-W40,55-59,724
2021-W40,60-64,1017
2021-W40,65-69,1307
2021-W40,70-74,1578
2021-W40,75-79,1895
2021-W40,80-84,3677
2021-W40,85-89,3423
2021-W40,90-94,2599
2021-W40,95+,1030
2021-W40,Insgesamt,18209
2021-W41,0-29,124
2021-W41,30-34,55
2021-W41,35-39,76
2021-W41,40-44,124
2021-W41,45-49,188
2021-W41,50-54,408
2021-W41,55-59,732
2021-W41,60-64,1055
2021-W41,65-69,1301
2021-W41,70-74,1658
2021-W41,75-79,2046
2021-W41,80-84,3743
2021-W41,85-89,3631
2021-W41,90-94,2686
2021-W41,95+,1122
2021-W41,Insgesamt,18949
2021-W42,0-29,156
2021-W42,30-34,62
2021-W42,35-39,96
2021-W42,40-44,126
2021-W42,45-49,164
2021-W42,50-54,379
2021-W42,55-59,735
2021-W42,60-64,1064
2021-W42,65-69,1386
2021-W42,70-74,1742
2021-W42,75-79,2122
2021-W42,80-84,3916
2021-W42,85-89,3821
2021-W42,90-94,2763
2021-W42,95+,1229
2021-W42,Insgesamt,19761
2021-W43,0-29,163
2021-W43,30-34,53
2021-W43,35-39,79
2021-W43,40-44,110
2021-W43,45-49,202
2021-W43,50-54,377
2021-W43,55-59,765
2021-W43,60-64,1015
2021-W43,65-69,1375
2021-W43,70-74,1799
2021-W43,75-79,2177
2021-W43,80-84,4157
2021-W43,85-89,3890
2021-W43,90-94,2942
2021-W43,95+,1283
2021-W43,Insgesamt,20387
2021-W44,0-29,131
2021-W44,30-34,55
2021-W44,35-39,50
2021-W44,40-44,94
2021-W44,45-49,186
2021-W44,50-54,400
2021-W44,55-59,711
2021-W44,60-64,1060
2021-W44,65-69,1414
2021-W44,70-74,1716
2021-W44,75-79,2223
2021-W44,80-84,4090
2021-W44,85-89,4021
2021-W44,90-94,2942
2021-W44,95+,1333
2021-W44,Insgesamt,20426
2021-W45,0-29,132
2021-W45,30-34,47
2021-W45,35-39,73
2021-W45,40-44,144
2021-W45,45-49,214
2021-W45,50-54,380
2021-W45,55-59,760
2021-W45,60-64,1060
2021-W45,65-69,1467
2021-W45,70-74,1743
2021-W45,75-79,2287
2021-W45,80-84,4223
2021-W45,85-89,4227
2021-W45,90-94,2991
2021-W45,95+,1323
2021-W45,Insgesamt,21071
2021-W46,0-29,166
2021-W46,30-34,46
2021-W46,35-39,77
2021-W46,40-44,137
2021-W46,45-49,193
2021-W46,50-54,443
2021-W46,55-59,767
2021-W46,60-64,1178
2021-W46,65-69,1502
2021-W46,70-74,1924
2021-W46,75-79,2398
2021-W46,80-84,4501
2021-W46,85-89,4375
2021-W46,90-94,3263
2021-W46,95+,1374
2021-W46,Insgesamt,22344
2021-W47,0-29,146
2021-W47,30-34,49
2021-W47,35-39,91
2021-W47,40-44,153
2021-W47,45-49,206
2021-W47,50-54,465
2021-W47,55-59,784
2021-W47,60-64,1233
2021-W47,65-69,1527
2021-W47,70-74,2070
2021-W47,75-79,2529
2021-W47,80-84,4723
2021-W47,85-89,4651
2021-W47,90-94,3224
2021-W47,95+,1422
2021-W47,Insgesamt,23273
2021-W48,0-29,155
2021-W48,30-34,60
2021-W48,35-39,77
2021-W48,40-44,161
2021-W48,45-49,200
2021-W48,50-54,444
2021-W48,55-59,884
2021-W48,60-64,1256
2021-W48,65-69,1665
2021-W48,70-74,2138
2021-W48,75-79,2570
2021-W48,80-84,4928
2021-W48,85-89,4763
2021-W48,90-94,3400
2021-W48,95+,1484
2021-W48,Insgesamt,24185
2021-W49,0-29,130
2021-W49,30-34,53
2021-W49,35-39,93
2021-W49,40-44,147
2021-W49,45-49,207
2021-W49,50-54,446
2021-W49,55-59,849
2021-W49,60-64,1278
2021-W49,65-69,1633
2021-W49,70-74,2067
2021-W49,75-79,2568
2021-W49,80-84,4820
2021-W49,85-89,4848
2021-W49,90-94,3402
2021-W49,95+,1491
2021-W49,Insgesamt,24032
2021-W5,0-29,135
2021-W5,30-34,59
2021-W5,35-39,82
2021-W5,40-44,123
2021-W5,45-49,184
2021-W5,50-54,459
2021-W5,55-59,760
2021-W5,60-64,1091
2021-W5,65-69,1471
2021-W5,70-74,1757
2021-W5,75-79,2557
2021-W5,80-84,4325
2021-W5,85-89,4175
2021-W5,90-94,3191
2021-W5,95+,1404
2021-W5,Insgesamt,21773
2021-W50,0-29,141
2021-W50,30-34,53
2021-W50,35-39,94
2021-W50,40-44,127
2021-W50,45-49,213
2021-W50,50-54,444
2021-W50,55-59,803
2021-W50,60-64,1196
2021-W50,65-69,1651
2021-W50,70-74,1989
2021-W50,75-79,2571
2021-W50,80-84,4600
2021-W50,85-89,4593
2021-W50,90-94,3151
2021-W50,95+,1383
2021-W50,Insgesamt,23009
2021-W51,0-29,146
2021-W51,30-34,47
2021-W51,35-39,97
2021-W51,40-44,126
2021-W51,45-49,193
2021-W51,50-54,440
2021-W51,55-59,776
2021-W51,60-64,1194
2021-W51,65-69,1585
2021-W51,70-74,1991
2021-W51,75-79,2370
2021-W51,80-84,4582
2021-W51,85-89,4390
2021-W51,90-94,3158
2021-W51,95+,1384
2021-W51,Insgesamt,22479
2021-W52,0-29,131
2021-W52,30-34,50
2021-W52,35-39,86
2021-W52,40-44,120
2021-W52,45-49,205
2021-W52,50-54,440
2021-W52,55-59,770
2021-W52,60-64,1177
2021-W52,65-69,1533
2021-W52,70-74,1986
2021-W52,75-79,2400
2021-W52,80-84,4404
2021-W52,85-89,4354
2021-W52,90-94,3105
2021-W52,95+,1413
2021-W52,Insgesamt,22174
2021-W53,0-29,X
2021-W53,30-34,X
2021-W53,35-39,X
2021-W53,40-44,X
2021-W53,45-49,X
2021-W53,50-54,X
2021-W53,55-59,X
2021-W53,60-64,X
2021-W53,65-69,X
2021-W53,70-74,X
2021-W53,75-79,X
2021-W53,80-84,X
2021-W53,85-89,X
2021-W53,90-94,X
2021-W53,95+,X
2021-W53,Insgesamt,X
2021-W6,0-29,106
2021-W6,30-34,46
2021-W6,35-39,65
2021-W6,40-44,115
2021-W6,45-49,197
2021-W6,50-54,419
2021-W6,55-59,734
2021-W6,60-64,1110
2021-W6,65-69,1452
2021-W6,70-74,1700
2021-W6,75-79,2459
2021-W6,80-84,4256
2021-W6,85-89,4065
2021-W6,90-94,2941
2021-W6,95+,1281
2021-W6,Insgesamt,20946
2021-W7,0-29,114
2021-W7,30-34,36
2021-W7,35-39,70
2021-W7,40-44,118
2021-W7,45-49,201
2021-W7,50-54,416
2021-W7,55-59,753
2021-W7,60-64,1077
2021-W7,65-69,1394
2021-W7,70-74,1722
2021-W7,75-79,2400
2021-W7,80-84,4151
2021-W7,85-89,3824
2021-W7,90-94,2979
2021-W7,95+,1238
2021-W7,Insgesamt,20493
2021-W8,0-29,138
2021-W8,30-34,43
2021-W8,35-39,77
2021-W8,40-44,111
2021-W8,45-49,175
2021-W8,50-54,404
2021-W8,55-59,655
2021-W8,60-64,1007
2021-W8,65-69,1340
2021-W8,70-74,1609
2021-W8,75-79,2359
2021-W8,80-84,3817
2021-W8,85-89,3564
2021-W8,90-94,2592
2021-W8,95+,1088
2021-W8,Insgesamt,18979
2021-W9,0-29,154
2021-W9,30-34,40
2021-W9,35-39,94
2021-W9,40-44,128
2021-W9,45-49,193
2021-W9,50-54,383
2021-W9,55-59,728
2021-W9,60-64,942
2021-W9,65-69,1313
2021-W9,70-74,1583
2021-W9,75-79,2188
2021-W9,80-84,3804
2021-W9,85-89,3384
2021-W9,90-94,2453
2021-W9,95+,1068
2021-W9,Insgesamt,18455
2022-W1,0-29,128
2022-W1,30-34,50
2022-W1,35-39,90
2022-W1,40-44,132
2022-W1,45-49,173
2022-W1,50-54,433
2022-W1,55-59,765
2022-W1,60-64,1188
2022-W1,65-69,1449
2022-W1,70-74,1778
2022-W1,75-79,2249
2022-W1,80-84,4161
2022-W1,85-89,4105
2022-W1,90-94,2864
2022-W1,95+,1305
2022-W1,Insgesamt,20870
2022-W10,0-29,141
2022-W10,30-34,47
2022-W10,35-39,69
2022-W10,40-44,120
2022-W10,45-49,201
2022-W10,50-54,401
2022-W10,55-59,690
2022-W10,60-64,1030
2022-W10,65-69,1412
2022-W10,70-74,1801
2022-W10,75-79,2261
2022-W10,80-84,4317
2022-W10,85-89,4187
2022-W10,90-94,3183
2022-W10,95+,1391
2022-W10,Insgesamt,21251
2022-W11,0-29,136
2022-W11,30-34,51
2022-W11,35-39,67
2022-W11,40-44,125
2022-W11,45-49,182
2022-W11,50-54,388
2022-W11,55-59,683
2022-W11,60-64,1037
2022-W11,65-69,1411
2022-W11,70-74,1823
2022-W11,75-79,2249
2022-W11,80-84,4318
2022-W11,85-89,4301
2022-W11,90-94,3195
2022-W11,95+,1391
2022-W11,Insgesamt,21357
2022-W12,0-29,142
2022-W12,30-34,54
2022-W12,35-39,87
2022-W12,40-44,108
2022-W12,45-49,191
2022-W12,50-54,390
2022-W12,55-59,687
2022-W12,60-64,1073
2022-W12,65-69,1411
2022-W12,70-74,1897
2022-W12,75-79,2210
2022-W12,80-84,4174
2022-W12,85-89,4248
2022-W12,90-94,3146
2022-W12,95+,1418
2022-W12,Insgesamt,21236
2022-W13,0-29,139
2022-W13,30-34,51
2022-W13,35-39,76
2022-W13,40-44,103
2022-W13,45-49,192
2022-W13,50-54,394
2022-W13,55-59,711
2022-W13,60-64,1070
2022-W13,65-69,1415
2022-W13,70-74,1806
2022-W13,75-79,2180
2022-W13,80-84,4162
2022-W13,85-89,4235
2022-W13,90-94,3026
2022-W13,95+,1323
2022-W13,Insgesamt,20883
2022-W14,0-29,136
2022-W14,30-34,61
2022-W14,35-39,82
2022-W14,40-44,122
2022-W14,45-49,191
2022-W14,50-54,400
2022-W14,55-59,756
2022-W14,60-64,1074
2022-W14,65-69,1401
2022-W14,70-74,1786
2022-W14,75-79,2210
2022-W14,80-84,4116
2022-W14,85-89,4164
2022-W14,90-94,3053
2022-W14,95+,1401
2022-W14,Insgesamt,20953
2022-W15,0-29,149
2022-W15,30-34,51
2022-W15,35-39,87
2022-W15,40-44,121
2022-W15,45-49,188
2022-W15,50-54,384
2022-W15,55-59,723
2022-W15,60-64,1028
2022-W15,65-69,1350
2022-W15,70-74,1836
2022-W15,75-79,2116
2022-W15,80-84,3949
2022-W15,85-89,4017
2022-W15,90-94,2947
2022-W15,95+,1307
2022-W15,Insgesamt,20253
2022-W16,0-29,100
2022-W16,30-34,63
2022-W16,35-39,85
2022-W16,40-44,129
2022-W16,45-49,169
2022-W16,50-54,370
2022-W16,55-59,674
2022-W16,60-64,1050
2022-W16,65-69,1366
2022-W16,70-74,1702
2022-W16,75-79,2045
2022-W16,80-84,3944
2022-W16,85-89,3764
2022-W16,90-94,2814
2022-W16,95+,1304
2022-W16,Insgesamt,19579
2022-W17,0-29,124
2022-W17,30-34,53
2022-W17,35-39,76
2022-W17,40-44,125
2022-W17,45-49,162
2022-W17,50-54,364
2022-W17,55-59,692
2022-W17,60-64,1022
2022-W17,65-69,1371
2022-W17,70-74,1729
2022-W17,75-79,2041
2022-W17,80-84,3716
2022-W17,85-89,3871
2022-W17,90-94,2763
2022-W17,95+,1252
2022-W17,Insgesamt,19361
2022-W18,0-29,146
2022-W18,30-34,49
2022-W18,35-39,81
2022-W18,40-44,122
2022-W18,45-49,176
2022-W18,50-54,351
2022-W18,55-59,672
2022-W18,60-64,1025
2022-W18,65-69,1393
2022-W18,70-74,1770
2022-W18,75-79,2079
2022-W18,80-84,3653
2022-W18,85-89,3847
2022-W18,90-94,2667
2022-W18,95+,1194
2022-W18,Insgesamt,19225
2022-W19,0-29,145
2022-W19,30-34,40
2022-W19,35-39,89
2022-W19,40-44,135
2022-W19,45-49,165
2022-W19,50-54,394
2022-W19,55-59,746
2022-W19,60-64,1082
2022-W19,65-69,1327
2022-W19,70-74,1718
2022-W19,75-79,2027
2022-W19,80-84,3731
2022-W19,85-89,3713
2022-W19,90-94,2719
2022-W19,95+,1234
2022-W19,Insgesamt,19265
2022-W2,0-29,148
2022-W2,30-34,51
2022-W2,35-39,72
2022-W2,40-44,114
2022-W2,45-49,211
2022-W2,50-54,394
2022-W2,55-59,721
2022-W2,60-64,1075
2022-W2,65-69,1393
2022-W2,70-74,1792
2022-W2,75-79,2145
2022-W2,80-84,4000
2022-W2,85-89,3834
2022-W2,90-94,2749
2022-W2,95+,1222
2022-W2,Insgesamt,19921
2022-W20,0-29,136
2022-W20,30-34,45
2022-W20,35-39,83
2022-W20,40-44,131
2022-W20,45-49,181
2022-W20,50-54,360
2022-W20,55-59,636
2022-W20,60-64,1077
2022-W20,65-69,1321
2022-W20,70-74,1626
2022-W20,75-79,2041
2022-W20,80-84,3675
2022-W20,85-89,3622
2022-W20,90-94,2513
2022-W20,95+,1118
2022-W20,Insgesamt,18565
2022-W21,0-29,138
2022-W21,30-34,58
2022-W21,35-39,73
2022-W21,40-44,113
2022-W21,45-49,169
2022-W21,50-54,331
2022-W21,55-59,635
2022-W21,60-64,901
2022-W21,65-69,1241
2022-W21,70-74,1552
2022-W21,75-79,1881
2022-W21,80-84,3344
2022-W21,85-89,3351
2022-W21,90-94,2422
2022-W21,95+,1023
2022-W21,Insgesamt,17232
2022-W22,0-29,119
2022-W22,30-34,56
2022-W22,35-39,86
2022-W22,40-44,116
2022-W22,45-49,160
2022-W22,50-54,352
2022-W22,55-59,659
2022-W22,60-64,984
2022-W22,65-69,1331
2022-W22,70-74,1620
2022-W22,75-79,1865
2022-W22,80-84,3571
2022-W22,85-89,3603
2022-W22,90-94,2484
2022-W22,95+,1098
2022-W22,Insgesamt,18104
2022-W23,0-29,131
2022-W23,30-34,47
2022-W23,35-39,103
2022-W23,40-44,126
2022-W23,45-49,154
2022-W23,50-54,385
2022-W23,55-59,663
2022-W23,60-64,990
2022-W23,65-69,1260
2022-W23,70-74,1615
2022-W23,75-79,1895
2022-W23,80-84,3427
2022-W23,85-89,3554
2022-W23,90-94,2491
2022-W23,95+,1119
2022-W23,Insgesamt,17960
2022-W24,0-29,169
2022-W24,30-34,46
2022-W24,35-39,92
2022-W24,40-44,117
2022-W24,45-49,176
2022-W24,50-54,327
2022-W24,55-59,668
2022-W24,60-64,1059
2022-W24,65-69,1314
2022-W24,70-74,1715
2022-W24,75-79,1962
2022-W24,80-84,3650
2022-W24,85-89,3591
2022-W24,90-94,2517
2022-W24,95+,1094
2022-W24,Insgesamt,18497
2022-W25,0-29,174
2022-W25,30-34,64
2022-W25,35-39,74
2022-W25,40-44,116
2022-W25,45-49,163
2022-W25,50-54,360
2022-W25,55-59,732
2022-W25,60-64,1038
2022-W25,65-69,1374
2022-W25,70-74,1676
2022-W25,75-79,2067
2022-W25,80-84,3650
2022-W25,85-89,3755
2022-W25,90-94,2616
2022-W25,95+,1200
2022-W25,Insgesamt,19059
2022-W26,0-29,153
2022-W26,30-34,44
2022-W26,35-39,73
2022-W26,40-44,121
2022-W26,45-49,191
2022-W26,50-54,385
2022-W26,55-59,711
2022-W26,60-64,1004
2022-W26,65-69,1375
2022-W26,70-74,1670
2022-W26,75-79,1956
2022-W26,80-84,3570
2022-W26,85-89,3583
2022-W26,90-94,2568
2022-W26,95+,1158
2022-W26,Insgesamt,18562
2022-W27,0-29,151
2022-W27,30-34,58
2022-W27,35-39,93
2022-W27,40-44,135
2022-W27,45-49,166
2022-W27,50-54,378
2022-W27,55-59,640
2022-W27,60-64,994
2022-W27,65-69,1262
2022-W27,70-74,1698
2022-W27,75-79,2016
2022-W27,80-84,3495
2022-W27,85-89,3520
2022-W27,90-94,2511
2022-W27,95+,1038
2022-W27,Insgesamt,18155
2022-W28,0-29,139
2022-W28,30-34,66
2022-W28,35-39,82
2022-W28,40-44,123
2022-W28,45-49,169
2022-W28,50-54,375
2022-W28,55-59,723
2022-W28,60-64,1054
2022-W28,65-69,1372
2022-W28,70-74,1690
2022-W28,75-79,2044
2022-W28,80-84,3747
2022-W28,85-89,3686
2022-W28,90-94,2642
2022-W28,95+,1107
2022-W28,Insgesamt,19019
2022-W29,0-29,163
2022-W29,30-34,69
2022-W29,35-39,86
2022-W29,40-44,126
2022-W29,45-49,164
2022-W29,50-54,403
2022-W29,55-59,703
2022-W29,60-64,1144
2022-W29,65-69,1418
2022-W29,70-74,1900
2022-W29,75-79,2245
2022-W29,80-84,4127
2022-W29,85-89,4178
2022-W29,90-94,2960
2022-W29,95+,1301
2022-W29,Insgesamt,20987
2022-W3,0-29,141
2022-W3,30-34,62
2022-W3,35-39,82
2022-W3,40-44,107
2022-W3,45-49,171
2022-W3,50-54,401
2022-W3,55-59,714
2022-W3,60-64,1090
2022-W3,65-69,1325
2022-W3,70-74,1741
2022-W3,75-79,2182
2022-W3,80-84,3893
2022-W3,85-89,3872
2022-W3,90-94,2838
2022-W3,95+,1226
2022-W3,Insgesamt,19845
2022-W30,0-29,151
2022-W30,30-34,59
2022-W30,35-39,89
2022-W30,40-44,129
2022-W30,45-49,173
2022-W30,50-54,378
2022-W30,55-59,704
2022-W30,60-64,1056
2022-W30,65-69,1367
2022-W30,70-74,1778
2022-W30,75-79,2217
2022-W30,80-84,3941
2022-W30,85-89,4120
2022-W30,90-94,2818
2022-W30,95+,1317
2022-W30,Insgesamt,20297
2022-W31,0-29,147
2022-W31,30-34,49
2022-W31,35-39,79
2022-W31,40-44,119
2022-W31,45-49,162
2022-W31,50-54,342
2022-W31,55-59,674
2022-W31,60-64,1018
2022-W31,65-69,1381
2022-W31,70-74,1747
2022-W31,75-79,2035
2022-W31,80-84,4010
2022-W31,85-89,4112
2022-W31,90-94,2854
2022-W31,95+,1243
2022-W31,Insgesamt,19972
2022-W32,0-29,149
2022-W32,30-34,62
2022-W32,35-39,81
2022-W32,40-44,142
2022-W32,45-49,175
2022-W32,50-54,388
2022-W32,55-59,711
2022-W32,60-64,1031
2022-W32,65-69,1387
2022-W32,70-74,1754
2022-W32,75-79,2132
2022-W32,80-84,3814
2022-W32,85-89,3956
2022-W32,90-94,2810
2022-W32,95+,1240
2022-W32,Insgesamt,19832
2022-W33,0-29,139
2022-W33,30-34,62
2022-W33,35-39,86
2022-W33,40-44,113
2022-W33,45-49,168
2022-W33,50-54,364
2022-W33,55-59,708
2022-W33,60-64,1089
2022-W33,65-69,1354
2022-W33,70-74,1706
2022-W33,75-79,2082
2022-W33,80-84,3828
2022-W33,85-89,4019
2022-W33,90-94,2893
2022-W33,95+,1321
2022-W33,Insgesamt,19932
2022-W34,0-29,144
2022-W34,30-34,51
2022-W34,35-39,76
2022-W34,40-44,112
2022-W34,45-49,150
2022-W34,50-54,397
2022-W34,55-59,648
2022-W34,60-64,1063
2022-W34,65-69,1320
2022-W34,70-74,1664
2022-W34,75-79,1932
2022-W34,80-84,3640
2022-W34,85-89,3969
2022-W34,90-94,2588
2022-W34,95+,1238
2022-W34,Insgesamt,18992
2022-W35,0-29,136
2022-W35,30-34,43
2022-W35,35-39,91
2022-W35,40-44,132
2022-W35,45-49,156
2022-W35,50-54,374
2022-W35,55-59,627
2022-W35,60-64,1001
2022-W35,65-69,1277
2022-W35,70-74,1606
2022-W35,75-79,1987
2022-W35,80-84,3597
2022-W35,85-89,3524
2022-W35,90-94,2589
2022-W35,95+,1154
2022-W35,Insgesamt,18294
2022-W36,0-29,159
2022-W36,30-34,52
2022-W36,35-39,93
2022-W36,40-44,111
2022-W36,45-49,157
2022-W36,50-54,376
2022-W36,55-59,657
2022-W36,60-64,978
2022-W36,65-69,1364
2022-W36,70-74,1642
2022-W36,75-79,2000
2022-W36,80-84,3632
2022-W36,85-89,3753
2022-W36,90-94,2628
2022-W36,95+,1175
2022-W36,Insgesamt,18777
2022-W37,0-29,161
2022-W37,30-34,51
2022-W37,35-39,82
2022-W37,40-44,117
2022-W37,45-49,162
2022-W37,50-54,345
2022-W37,55-59,671
2022-W37,60-64,989
2022-W37,65-69,1335
2022-W37,70-74,1676
2022-W37,75-79,1905
2022-W37,80-84,3508
2022-W37,85-89,3616
2022-W37,90-94,2501
2022-W37,95+,1157
2022-W37,Insgesamt,18276
2022-W38,0-29,145
2022-W38,30-34,59
2022-W38,35-39,74
2022-W38,40-44,109
2022-W38,45-49,184
2022-W38,50-54,374
2022-W38,55-59,686
2022-W38,60-64,962
2022-W38,65-69,1339
2022-W38,70-74,1743
2022-W38,75-79,2019
2022-W38,80-84,3764
2022-W38,85-89,3770
2022-W38,90-94,2707
2022-W38,95+,1186
2022-W38,Insgesamt,19121
2022-W39,0-29,153
2022-W39,30-34,45
2022-W39,35-39,77
2022-W39,40-44,116
2022-W39,45-49,184
2022-W39,50-54,335
2022-W39,55-59,712
2022-W39,60-64,1093
2022-W39,65-69,1416
2022-W39,70-74,1837
2022-W39,75-79,2141
2022-W39,80-84,3920
2022-W39,85-89,4100
2022-W39,90-94,2918
2022-W39,95+,1355
2022-W39,Insgesamt,20402
2022-W4,0-29,141
2022-W4,30-34,46
2022-W4,35-39,67
2022-W4,40-44,123
2022-W4,45-49,164
2022-W4,50-54,383
2022-W4,55-59,707
2022-W4,60-64,1175
2022-W4,65-69,1462
2022-W4,70-74,1774
2022-W4,75-79,2264
2022-W4,80-84,3934
2022-W4,85-89,3981
2022-W4,90-94,2769
2022-W4,95+,1234
2022-W4,Insgesamt,20224
2022-W40,0-29,141
2022-W40,30-34,30
2022-W40,35-39,77
2022-W40,40-44,103
2022-W40,45-49,169
2022-W40,50-54,393
2022-W40,55-59,718
2022-W40,60-64,1103
2022-W40,65-69,1428
2022-W40,70-74,1837
2022-W40,75-79,2159
2022-W40,80-84,4069
2022-W40,85-89,4124
2022-W40,90-94,2932
2022-W40,95+,1344
2022-W40,Insgesamt,20627
2022-W41,0-29,158
2022-W41,30-34,53
2022-W41,35-39,84
2022-W41,40-44,112
2022-W41,45-49,180
2022-W41,50-54,388
2022-W41,55-59,718
2022-W41,60-64,1096
2022-W41,65-69,1511
2022-W41,70-74,1865
2022-W41,75-79,2246
2022-W41,80-84,4307
2022-W41,85-89,4477
2022-W41,90-94,3148
2022-W41,95+,1447
2022-W41,Insgesamt,21790
2022-W42,0-29,133
2022-W42,30-34,52
2022-W42,35-39,85
2022-W42,40-44,138
2022-W42,45-49,187
2022-W42,50-54,386
2022-W42,55-59,735
2022-W42,60-64,1118
2022-W42,65-69,1494
2022-W42,70-74,1892
2022-W42,75-79,2267
2022-W42,80-84,4353
2022-W42,85-89,4441
2022-W42,90-94,3139
2022-W42,95+,1399
2022-W42,Insgesamt,21819
2022-W43,0-29,140
2022-W43,30-34,59
2022-W43,35-39,68
2022-W43,40-44,112
2022-W43,45-49,173
2022-W43,50-54,378
2022-W43,55-59,690
2022-W43,60-64,1029
2022-W43,65-69,1440
2022-W43,70-74,1881
2022-W43,75-79,2239
2022-W43,80-84,4278
2022-W43,85-89,4468
2022-W43,90-94,3147
2022-W43,95+,1347
2022-W43,Insgesamt,21449
2022-W44,0-29,130
2022-W44,30-34,52
2022-W44,35-39,87
2022-W44,40-44,121
2022-W44,45-49,174
2022-W44,50-54,374
2022-W44,55-59,663
2022-W44,60-64,1018
2022-W44,65-69,1384
2022-W44,70-74,1796
2022-W44,75-79,2106
2022-W44,80-84,3809
2022-W44,85-89,4042
2022-W44,90-94,2895
2022-W44,95+,1282
2022-W44,Insgesamt,19933
2022-W45,0-29,136
2022-W45,30-34,47
2022-W45,35-39,88
2022-W45,40-44,123
2022-W45,45-49,162
2022-W45,50-54,385
2022-W45,55-59,664
2022-W45,60-64,1048
2022-W45,65-69,1389
2022-W45,70-74,1787
2022-W45,75-79,2104
2022-W45,80-84,3964
2022-W45,85-89,4216
2022-W45,90-94,2782
2022-W45,95+,1293
2022-W45,Insgesamt,20188
2022-W46,0-29,154
2022-W46,30-34,47
2022-W46,35-39,92
2022-W46,40-44,129
2022-W46,45-49,187
2022-W46,50-54,376
2022-W46,55-59,719
2022-W46,60-64,1066
2022-W46,65-69,1400
2022-W46,70-74,1826
2022-W46,75-79,2228
2022-W46,80-84,4091
2022-W46,85-89,4194
2022-W46,90-94,3023
2022-W46,95+,1293
2022-W46,Insgesamt,20825
2022-W47,0-29,153
2022-W47,30-34,52
2022-W47,35-39,89
2022-W47,40-44,127
2022-W47,45-49,173
2022-W47,50-54,368
2022-W47,55-59,719
2022-W47,60-64,1117
2022-W47,65-69,1472
2022-W47,70-74,1948
2022-W47,75-79,2290
2022-W47,80-84,4119
2022-W47,85-89,4450
2022-W47,90-94,3026
2022-W47,95+,1348
2022-W47,Insgesamt,21451
2022-W48,0-29,151
2022-W48,30-34,36
2022-W48,35-39,78
2022-W48,40-44,125
2022-W48,45-49,181
2022-W48,50-54,412
2022-W48,55-59,770
2022-W48,60-64,1118
2022-W48,65-69,1562
2022-W48,70-74,1942
2022-W48,75-79,2444
2022-W48,80-84,4341
2022-W48,85-89,4539
2022-W48,90-94,3107
2022-W48,95+,1467
2022-W48,Insgesamt,22273
2022-W49,0-29,182
2022-W49,30-34,58
2022-W49,35-39,79
2022-W49,40-44,117
2022-W49,45-49,205
2022-W49,50-54,384
2022-W49,55-59,834
2022-W49,60-64,1179
2022-W49,65-69,1561
2022-W49,70-74,2072
2022-W49,75-79,2509
2022-W49,80-84,4721
2022-W49,85-89,5089
2022-W49,90-94,3581
2022-W49,95+,1554
2022-W49,Insgesamt,24125
2022-W5,0-29,127
2022-W5,30-34,43
2022-W5,35-39,83
2022-W5,40-44,130
2022-W5,45-49,174
2022-W5,50-54,377
2022-W5,55-59,740
2022-W5,60-64,1082
